transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T1573,C1157,Online Financial Fraud,UPI Related Frauds,24380.89,21,OnePlus12,Delhi,12,0.44,0.07,1,0,39,"I posted a sell post on OLX and got a call from there  Phone no  and then another person involved who did fraud his phone no   total fraud is of Rs 
two people involved in fraud 
they use Phone pe and Google pay for fraud",low,2026-05-26 07:08:27.325136
T1574,C1077,Online Financial Fraud,UPI Related Frauds,19308.76,11,iPhone15,Hyderabad,13,0.27,0.13,0,0,7,"Online Frauds   Loan Fraud  VishingSmishing Phone
Victim got call from a unknown number and introduced himself as Mudra finance limit executive and told the victim that loan was sanctioned and need to pay some amount for loan approval and victim pai",low,2026-04-28 11:41:27.325136
T1575,C1050,Any Other Cyber Crime,Other,342284.01,4,Unknown_Device,Foreign,2,0.12,0.72,1,1,21,dearsir i have been offered to chek eligibility for instant loanthen i inslalled koko lone app adnd completed kyc  but i have cheked only but they was credited after sone day my account rs with out any approval and legal agreement  then so  repayment,high,2026-03-08 03:55:27.325136
T1576,C1023,Any Other Cyber Crime,Other,27495.38,18,iPhone15,Hyderabad,13,0.38,0.19,0,0,22,Mene ise  rs diye BGMI ki id lene ke liye mene bola id nhi chaye kyuki pasand nhi ayi or fir  days baad mene inho se bola paise refund kardo inho me bola ki paise refund nhi kar sakte fir mene bola nhi kar sakte to id dedo fir unhone id dene se bhi m,low,2026-02-07 14:42:27.325136
T1577,C1029,RapeGang Rape RGRSexually Abusive Content,,11658.45,13,OnePlus12,Kolkata,12,0.58,0.06,0,0,39,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-03-14 16:36:27.325136
T1578,C1124,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,10531.83,11,Pixel8,Kolkata,14,0.43,0.13,0,0,33,Hi my name is Manab Chowdhary and I am a resident of Assam Recently me and my wife Simpy Baruah has started getting abusive calls from numbers posing as bank They have started stalking my wife on facebook and started calling her mother Joyshree Barua,low,2026-03-24 03:27:27.325136
T1579,C1021,Online Financial Fraud,EWallet Related Fraud,16173.23,11,iPhone15,Mumbai,14,0.42,0.12,0,0,33,"name  yogendra kumar  district  bundi  ps  nainwa  pin code    email id  vijaynogiyagmailcom suchana krta ka AC No  UNION BANK OF INDIA ifsc code UBIN paytm no  
Fraud krta ka mobno   paytm no  
Total amount   Rupees 
  Rupees   AM Reference no 
",low,2026-05-06 14:40:27.325136
T1580,C1048,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,24389.17,11,VivoX100,Kolkata,13,0.38,0.1,1,0,32,Victim received fraud call and fraudulently money has been transferred into the several accounts of the fraudster So you are requested to debit freeze all beneficiaries accounts till the end user and refund the blocked amount into victims source acco,low,2026-04-16 15:33:27.325136
T1581,C1173,Sexually Obscene material,,11512.98,13,Pixel8,Chennai,10,0.3,0.14,0,0,29,Fouji h jo apni bullat sail kar rha ta to usse mene pehle ditails Li fir usne kha k apke name ka online bilty bnega  rupey ka to mene kiye fir usne kha k baaki ka amount ap bike milne ke baad hi karna to ese ese karke usne mere se  pay karaye total  ,low,2026-02-15 16:21:27.325136
T1582,C1019,Any Other Cyber Crime,Other,1748.94,10,iPhone15,Mumbai,17,0.37,0.15,0,0,15,A few days back I got a call from a person named Sashikanth Tiwari who told me that according to the Pradhan Mantri Yojana I am eligible for having a LPG gas agency in my name and he asked that for the procedure I would have to submit some money to h,low,2026-04-04 18:28:27.325136
T1583,C1085,Online Financial Fraud,EWallet Related Fraud,7838.38,17,OnePlus12,Kolkata,12,0.5,0.07,1,0,16,My friend has refered me a KNC app on whatsapp In that on  I have invested Rs after two days they offered a prizes and asked for investing Rs on st January  Me and my  friends invested in thatThey promised to return money on th january but now asking,low,2026-02-18 15:53:27.325136
T1584,C1150,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,56795.99,16,VivoX100,Delhi,12,0.39,0.02,0,0,36,MO CALL NO  TIME  OTP CREDIT CARD SERVICES ON EVA   TIME  OTP  FOR TXN OF INR  AT NOBROKER TECHNOLOGIES SOL ON HDFC BANK CARD ENDING  MOBIEL NO  NAME TRUE CALLER DIGITAL CARD,low,2026-01-21 02:03:27.325136
T1585,C1088,Online Financial Fraud,UPI Related Frauds,29176.67,15,iPhone15,Chennai,17,0.15,0.12,0,0,23,UPI fraud,low,2026-04-10 17:43:27.325136
T1586,C1110,Online Financial Fraud,UPI Related Frauds,45785.42,6,iPhone15,Hyderabad,11,0.31,0.03,0,0,5,MERE AC SE  UPI KE DUWARA CUT GAYA JABKI HAMNE KOI BHI PIN YA OTP KISI KO NAHI DIYA AUR NA HI KOI AAP INSTALL NAHI KYA USKE BAD BHI MERE AC SE PAISE CUT GAYA JAB MAI APNA MOBILE DEKHA TO PATA CHALA KI MERE AC SE  CUT GAYA HAI,low,2026-03-20 02:36:27.325136
T1587,C1111,Online Financial Fraud,EWallet Related Fraud,19510.27,18,OnePlus12,Kolkata,21,0.48,0.06,0,0,6,MY NAME IS SUBHANKAR PRADHAN MY CREDIT CARD WAS PENDING FOR KYC SO I CALLED CUSTOMER CARE THE CUSTOMER CARE SENT A LINK AS SOON AS I CLICKED ON THE LINK MY AMOUNT HAS BEEN CREDITED FOR RS  PLEASE TAKE ACTION IMMEDIATE MY MOBILE NO IS ,low,2026-05-22 09:41:27.325136
T1588,C1134,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,933805.45,5,Unknown_Device,Foreign,4,0.09,0.7,1,1,12,ICICI case number SR and SR Unauthorized ATM withdrawal happened while the card was physically present with me Card and pin number was not shared with anyone else Withdrawal amount was of Rupees ,high,2026-05-03 19:28:27.325136
T1589,C1087,RapeGang Rape RGRSexually Abusive Content,,5609.87,6,OnePlus12,Delhi,9,0.46,0.12,0,0,23,"Respected Sir

A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropol",low,2026-02-25 18:59:27.325136
T1590,C1078,Online and Social Media Related Crime,Profile Hacking Identity Theft,19478.3,16,iPhone15,Chennai,10,0.38,0.1,0,0,8,"respected sir my facebook and insta id both are hacked at yesterday noon I have proof of only facebook instagram proof were removed by the hacker along with that my wife s account is also hacked 
hoping for the positive and quick replay  thanking yo",low,2026-03-24 09:08:27.325136
T1591,C1097,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,199931.34,0,Unknown_Device,OtherCity,2,0.14,0.48,1,1,19,I got loan from cash hole application and today is my repayment date when i try to repay yesterday app was not opening and today also I tried app didnt open Im receiving multiple calls and messages to pay through the link given by the member instead ,high,2026-05-24 13:59:27.325136
T1592,C1051,Online Financial Fraud,UPI Related Frauds,24779.64,17,iPhone15,Mumbai,17,0.17,0.12,0,0,27,CALLER HA LOST HER AMOUNT THROUGH GOOGLE PAY,low,2026-01-21 07:31:27.325136
T1593,C1194,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,9691.08,17,Samsung_S24,Mumbai,20,0.63,0.17,0,0,22,I got a video call from this number and the person from other side showing a recording of a naked girl and editing my photo and showing me nude too in the video in order to blackmailing me Please take the appropriate legal action against this person ,low,2026-01-18 01:41:27.325136
T1594,C1076,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,39379.1,15,Samsung_S24,Hyderabad,13,0.29,0.14,0,0,28,Sir An Unknown person has done a fraud transaction So please Take necessary action and Refunding money in source account,low,2026-04-17 20:17:27.325136
T1595,C1125,Online Financial Fraud,UPI Related Frauds,54329.97,1,Unknown_Device,Foreign,4,0.04,0.71,1,1,37,Please help me these two guys scammed my hard earned money They said they will do recharge at a discounted rates and they have tie up from the company another guy named saurabh came n said I will do it as a mediator and they both asked for money as I,high,2026-03-02 01:27:27.325136
T1596,C1010,Online Financial Fraud,UPI Related Frauds,16258.79,22,Samsung_S24,Bangalore,11,0.32,0.11,0,0,19,he called me that i am your relative speaking my account is not working need some money i borrowed it from one of my freind you take it in your google account first e took rs and then he sent me rs after that he deducted rs he called from ,low,2026-04-03 05:10:27.325136
T1597,C1157,Online Financial Fraud,UPI Related Frauds,64556.0,20,OnePlus12,Delhi,10,0.36,0.14,1,0,39,"FRAUD THROUGH GOOGLE PAY 
BANK  HDFC BANK 
ACCOUNT   NO 
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION  I UPLOAD MY DOCUMENTS PLEASE SEE THIS COMPLAINT AND TAKE ACTION",low,2026-04-26 00:31:27.325136
T1598,C1180,Online Financial Fraud,Internet Banking Related Fraud,5479.4,6,Samsung_S24,Kolkata,20,0.31,0.09,0,0,16,          ,low,2026-03-08 20:38:27.325136
T1599,C1195,Sexually Obscene material,,341450.19,5,Unknown_Device,Foreign,2,0.01,0.84,1,1,18,"This person is asking to pay for sending sexual content and also for video call Later on not responding to the chats The person number is registered from Rajasthan Not picking up phone also
Additionally asked to transfer money on this  Paytm account",high,2026-04-10 12:31:27.325136
T1600,C1096,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,12833.29,12,VivoX100,Kolkata,14,0.35,0.14,0,0,23,Financial Fraud of Rs by call of Mobile No    from my SBI Credit Card on  transaction of Rs   Rs  They introduce himself as Customer Care Employees of the Bank and have some basic details of mine,low,2026-05-01 04:09:27.325136
T1601,C1026,Online Financial Fraud,UPI Related Frauds,53559.46,19,Pixel8,Chennai,24,0.41,0.04,0,0,38,Instagram le shivangi Mehta Enna account Iwill work from home Enna Oru story kand avare Instagram ill contactcheithapol  avar athinde details paranj thannu daily  hour ane work time avar paranjath per day   earn cheyyan pattum  no qualifications need,low,2026-02-05 06:05:27.325136
T1602,C1093,Any Other Cyber Crime,Other,38172.32,11,iPhone15,Delhi,16,0.47,0.02,0,0,4,FROM DIFFERENT DIFFRENT I GOT MESSEGE REGARDING LOAN WHEN I CALLING TO THEM THEY DONT USE ANY WHATSUP MEDIA AND THEY DONT KNOW ABOUT THIS MESSEGESEVERY TIME I GOT THIS FROM VARIOUS MOBILE NUMBERSFROM LAST DAYS I HAVE GOT THISAND THEY SEND MI LINK FOR,low,2026-05-07 18:04:27.325136
T1603,C1103,Online Financial Fraud,Internet Banking Related Fraud,94434.85,1,Emulator,Foreign,3,0.11,0.77,1,1,24,"Identity theft   Smishing SMS Fraud  CreditDebit Cards Fraud  PAN Card Linkage
 victim received a msg from the suspect  victim have to update his pancard  with yono sbi  so he sent a link to the victim  victim clicked on that link and enterd his yon",high,2026-05-05 07:10:27.325136
T1604,C1097,Online Financial Fraud,Internet Banking Related Fraud,35823.33,23,Samsung_S24,Bangalore,13,0.48,0.09,1,0,19,The complainant was cheated by  a fraud person  by saying the ATM card has been blocked for which they updated the ATM and known the OTP Number from the complainant thereby they cheated an amount of Rs  through net banking,low,2026-04-22 02:11:27.325136
T1605,C1043,Online Financial Fraud,Internet Banking Related Fraud,266388.63,4,Unknown_Device,Foreign,0,0.11,0.87,1,1,34,"I have faced online financial fraudscam by the name of snap deal India where in I have done following transactions to avail the part time job as she mentioned

Rs debitedSBI UPI frm AcX on Feb RefNo  If not done by u fwd this SMS to Call  or  to bl",high,2026-05-19 14:22:27.325136
T1606,C1076,Online Financial Fraud,UPI Related Frauds,475197.54,3,Unknown_Device,Foreign,4,0.03,0.79,1,1,28,"FRAUD THROUGH UPI FRAUD PHONE PE
BANK NAME STATE BANK OF INDIA 
ACCOUNT NUMBER 
TOTAL AMOUNT 
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION",high,2026-05-11 02:28:27.325136
T1607,C1092,Any Other Cyber Crime,Other,14498.14,18,VivoX100,Bangalore,20,0.48,0.03,0,0,2,This incident occur when i searched for paytm costumer service number they call back and asked information and they changed my mobile number which is used for login but my email is working and linked with it but OTP is going to other person number,low,2026-03-11 14:02:27.325136
T1608,C1129,Online Financial Fraud,UPI Related Frauds,44562.65,15,Samsung_S24,Delhi,12,0.49,0.06,0,0,37,Hello sir I am student Jonny mallick I am From Mashaurhi Patna Sir I want say  on    ko raat me   pm raat me mujhe link aaya chorom ke through Flipkart pe sale ka jisme redmi note nine Pro  sale pe laga the  percent off pe jiska amount  Diya gya mene,low,2026-05-08 17:01:27.325136
T1609,C1065,Sexually Explicit Act,,278853.42,5,Unknown_Device,Foreign,1,0.05,0.6,1,1,37,"I am taking loan of rs  from AG loan app and the transfer  RS and the demond me much amount to repay The have my pan card and adhar card and my contact detail
The are using my detail for worng purpose Kindly consider it",high,2026-01-18 18:00:27.325136
T1610,C1046,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,30520.78,18,OnePlus12,Pune,20,0.45,0.02,0,0,9,"FRAUD THROUGH   ATM  DEBIT CARD  
BANK  STATE BANK OF INDIA 
ACCOUNT NUMBER      
TOTAL AMOUNT   
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-05-23 17:07:27.325136
T1611,C1147,Online Financial Fraud,UPI Related Frauds,17970.65,19,Pixel8,Mumbai,17,0.31,0.12,0,0,18,"FRAUD THROUGH   UPI FRAUD PHONEPE
BANK Bank of India	
ACCOUNT NO 
TOTAL AMOUNT 
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-01-25 05:37:27.325136
T1612,C1100,Online Financial Fraud,UPI Related Frauds,68373.1,8,Pixel8,Mumbai,14,0.28,0.15,0,0,7,"FRAUD THROUGH  UPI FRAUD GOOGLE PAY
BANK    HDFC BANK 

ACCOUNT NUMBER  
TOTAL AMOUNT 	
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT  ACCOUNT AND TAKE NECESSARY ACTION
",low,2026-05-21 11:40:27.325136
